Categoria,Fundo,Fundo_norm,Data Inicio,Cota (R$),Variacao Dia (%),Acum. Mes (%),Acum. Ano (%),Acum. 12M (%),PL (milhoes R$),Perfil,Perfis,URL
RENDA FIXA,CAIXA FIC FIF DESENVOLVER RF LP RESP LTDA,CAIXA FIC FIF DESENVOLVER RF LP RESP LTDA,18/12/2012,"2,96167200","0,046","0,04","4,03","13,11","1,645",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/renda-fixa/fic-desenvolver-rf-longo-prazo/
RENDA FIXA,CAIXA FIC FIF OBJETIVO PRE RF LP RESP LTDA,CAIXA FIC FIF OBJETIVO PRE RF LP RESP LTDA,27/06/2012,"3,28335300","-0,357","-0,35","3,02","12,48","154,731",PF,PF | PJ,https://www.caixa.gov.br/fundos-investimento/renda-fixa/fic-objetivo-pre-rf-longo-prazo/Paginas/default.aspx
RENDA FIXA,CAIXA FIC FIF OAB RF CRÉD PRIV LP RESP LTDA,CAIXA FIC FIF OAB RF CRED PRIV LP RESP LTDA,23/09/2014,"2,99595200","0,056","0,05","4,52","14,75","1.746,161",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/renda-fixa/fic-oab-rf-credito-privado-longo-prazo
RENDA FIXA,CAIXA FIC FIF EXECUTIVO RF LP RESP LTDA,CAIXA FIC FIF EXECUTIVO RF LP RESP LTDA,02/09/1996,"32,34789600","0,049","0,04","4,26","13,81","2.215,615",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/renda-fixa/fic-executivo-rf-longo-prazo
RENDA FIXA,CAIXA FIC RELACIONAMENTO IDEAL RF LP,CAIXA FIC RELACIONAMENTO IDEAL RF LP,16/04/2012,"3,26099800","0,049","0,04","4,27","13,84","13,525",PF,PF | TODOS,https://www.caixa.gov.br/fundos-investimento/renda-fixa/fic-relacionamento-ideal-rf-longo-prazo
RENDA FIXA,CAIXA FIC FIF PERFORMANCE IMA-B RF LP RESP LTDA,CAIXA FIC FIF PERFORMANCE IMA-B RF LP RESP LTDA,02/05/2012,"3,33101100","-0,228","-0,22","4,51","11,51","66,722",PF,PF | PJ,https://www.caixa.gov.br/fundos-investimento/renda-fixa/fic-performance-ima-b-renda-fixa-longo-prazo/Paginas/default.aspx
RENDA FIXA,CAIXA FIC FIFINVESTIDOR RF LP RESP LTDA,CAIXA FIC FIFINVESTIDOR RF LP RESP LTDA,01/06/1999,"18,77284100","0,050","0,05","4,35","14,18","952,514",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/renda-fixa/fic-investidor-rf-longo-prazo
RENDA FIXA,CAIXA EXPERT ARX IPCA DEB INCENTIVADAS FIC FIF RF CRED PRIV - RESP LTDA (2),CAIXA EXPERT ARX IPCA DEB INCENTIVADAS FIC FIF RF CRED PRIV - RESP LTDA (2),01/07/2025,"1,11001579","-0,001","0,00","2,90","0,00","213,701",PF,PF,https://www.caixa.gov.br/fundos-investimento/renda-fixa/debentures-incentivadas/caixa-expert-arx-ipca-deb-incentivadas-rf-cred-priv-lp/Paginas/default.aspx
RENDA FIXA,CAIXA FIF FIC EXPERT SULAMERICA RF CRED PRIV LP - RESP LTDA,CAIXA FIF FIC EXPERT SULAMERICA RF CRED PRIV LP - RESP LTDA,26/11/2024,"1,22046400","-0,001","0,00","4,20","14,52","72,601",PF,PF | PJ | RPPS,https://www.caixa.gov.br/fundos-investimento/renda-fixa/debentures-incentivadas/caixa-expert-vinlanddebenture-
RENDA FIXA,CAIXA FIC FIF PLUS QUALI RF CREDI PRIV LP RESP LTDA,CAIXA FIC FIF PLUS QUALI RF CREDI PRIV LP RESP LTDA,21/01/2021,"1.804,41269800","0,059","0,05","4,41","14,73","174,995",PF,PF | PJ,https://www.caixa.gov.br/fundos-investimento/renda-fixa/fic-plus-qualificado-rf-credito-privado-longo-prazo/Paginas/default.aspx
RENDA FIXA,CAIXA FIF INFLACAO PRIVATE 2027 RF LONGO PRAZO,CAIXA FIF INFLACAO PRIVATE 2027 RF LONGO PRAZO,15/08/2024,"1,18588500","0,075","0,07","5,52","12,38","39,742",PF,PF | PJ,https://www.caixa.gov.br/fundos-investimento/renda-fixa/caixa-fif-inflacao-2027/Paginas/default.aspx
RENDA FIXA,CAIXA EXPERT VOX DESENV SUSTENTAVEL IS RF CRED PRIV LP - RESP LTDA (2) (3),CAIXA EXPERT VOX DESENV SUSTENTAVEL IS RF CRED PRIV LP - RESP LTDA (2) (3),14/11/2025,-,-,-,-,-,-,PF,PF | PJ,
RENDA FIXA,CAIXA EXPERT ABSOLUTE CRETA FIC FIF RF CRED PRIV LP - RESP LTDA,CAIXA EXPERT ABSOLUTE CRETA FIC FIF RF CRED PRIV LP - RESP LTDA,26/03/2025,"1,14811100","-0,001","0,00","3,39","13,61","67,071",PF,PF | PJ | RPPS,
RENDA FIXA,CAIXA EXPERT RB ASSET CDI DEB INCENTIVADAS FIC FIF RF CRED PRIV RESP LTDA (2),CAIXA EXPERT RB ASSET CDI DEB INCENTIVADAS FIC FIF RF CRED PRIV RESP LTDA (2),15/10/2025,"1,05441315","-0,001","0,00","2,04","0,00","355,769",PF,PF,https://www.caixa.gov.br/fundos-investimento/renda-fixa/debentures-incentivadas/caixa-expert-rb-asset-deb-incentivadas-cdi-rf-cred-priv/Paginas/default.aspx
RENDA FIXA,CAIXA EXPERT VINLAND DEB IN INFRA RF CRED PRIV LP RESP LTDA (2) (3),CAIXA EXPERT VINLAND DEB IN INFRA RF CRED PRIV LP RESP LTDA (2) (3),08/04/2026,-,-,-,-,-,-,PF,PF,
RENDA FIXA,CAIXA FIF QUALIFICADO RF CRED PRIV LP - RESP LTDA,CAIXA FIF QUALIFICADO RF CRED PRIV LP - RESP LTDA,01/06/2009,"5,06515700","0,053","0,05","4,47","14,80","857,578",PF,PF | PJ,https://www.caixa.gov.br/fundos-investimento/renda-fixa/caixa-fic-plus-qualificado-rf-credito-privado-lp/Paginas/default.aspx
RENDA FIXA,CAIXA FIC FIF EXPERTISE RF CRED PRIV LP RESP LTDA,CAIXA FIC FIF EXPERTISE RF CRED PRIV LP RESP LTDA,02/07/2009,"4,87474500","0,057","0,05","4,50","14,73","3.225,355",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/renda-fixa/fic-expertise-rf-credito-privado-longo-prazo
RENDA FIXA,CAIXA FIC FIF SELEÇÃO RF RESP LTDA,CAIXA FIC FIF SELECAO RF RESP LTDA,01/10/2003,"28,88506700","0,048","0,04","4,15","28,96","21,131",PF,PF | TODOS,https://www.caixa.gov.br/fundos-investimento/renda-fixa/fic-selecao-rf-longo-prazo
RENDA FIXA,CAIXA FIC FIF PERSONAL RF LP RESP LTDA,CAIXA FIC FIF PERSONAL RF LP RESP LTDA,03/11/1997,"30,18855600","0,051","0,05","4,44","14,47","3.104,482",PF,GOV | PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/renda-fixa/fic-personal-rf-longo-prazo
RENDA FIXA,CAIXA FIC FIF RENDA FIXA ATIVA LP RESP LTDA,CAIXA FIC FIF RENDA FIXA ATIVA LP RESP LTDA,22/04/2020,"1.751,21021500","0,003","0,00","3,96","13,60","127,769",PF,PF | PJ,https://www.caixa.gov.br/fundos-investimento/renda-fixa/caixa-fic-renda-fixa-ativa-lp/Paginas/default.aspx
RENDA FIXA,CAIXA INDEXA TESOURO SELIC FIC FIF RF LP - RESP LTDA,CAIXA INDEXA TESOURO SELIC FIC FIF RF LP - RESP LTDA,26/12/2013,"3,17854200","0,053","0,05","4,59","14,75","512,426",PF,PF,https://www.caixa.gov.br/fundos-investimento/voce/renda-fixa/pos-fixados/ate-100.000/caixa-fic-indexa-tesouro-selic-renda-fixa-lp
RENDA FIXA,CAIXA FIC FIF SUPREMO RF LP RESP LTDA,CAIXA FIC FIF SUPREMO RF LP RESP LTDA,04/07/2006,"6,10453900","0,050","0,05","4,37","14,22","123,107",PF,PF | TODOS,https://www.caixa.gov.br/fundos-investimento/renda-fixa/fic-supremo-rf-longo-prazo
RENDA FIXA,CAIXA FIC FIF UNIQUE RF CRED PRIV LP - RL,CAIXA FIC FIF UNIQUE RF CRED PRIV LP - RL,31/07/2024,"1,25095400","0,058","0,05","4,58","14,97","335,288",PF,PF,https://www.caixa.gov.br/fundos-investimento/renda-fixa/caixa-fic-unique-private-cred-priv-lp/Paginas/default.aspx
RENDA FIXA,CAIXA FIC FIF ESPECIAL RF LP RESP LTDA,CAIXA FIC FIF ESPECIAL RF LP RESP LTDA,25/08/2003,"10,44645700","0,052","0,05","4,50","14,68","2.373,918",PF,PF | PJ,https://www.caixa.gov.br/fundos-investimento/renda-fixa/fic-especial-rf-longo-prazo/Paginas/default.aspx
RENDA FIXA,CAIXA FIF FIDELIDADE PRIVATE RF LP - RESP LTDA,CAIXA FIF FIDELIDADE PRIVATE RF LP - RESP LTDA,02/07/2008,"5,44033200","0,053","0,05","4,60","14,89","549,925",PF,PF,https://www.caixa.gov.br/fundos-investimento/renda-fixa/fi-fidelidade-private-rf-longo-prazo/Paginas/default.aspx
RENDA FIXA,CAIXA FIC FIF MAXI RENDA FIXA CRED PRIV LP - RESP LTDA,CAIXA FIC FIF MAXI RENDA FIXA CRED PRIV LP - RESP LTDA,04/03/2013,"3,51685100","0,057","0,05","4,57","14,97","15.394,564",PF,PF | PJ,https://www.caixa.gov.br/fundos-investimento/renda-fixa/fic-maxi-rf-credito-privado-longo-prazo/Paginas/default.aspx
RENDA FIXA,CAIXA FIF FIDELIDADE II RF CRÉD PRIV LP,CAIXA FIF FIDELIDADE II RF CRED PRIV LP,03/06/2009,"5,22544800","0,051","0,05","4,59","15,17","1.381,751",PF,PF | PJ,https://www.caixa.gov.br/fundos-investimento/renda-fixa/fi-fidelidade-ii-rf-credito-privado-longo-prazo/Paginas/default.aspx
RENDA FIXA REFERENCIADO,CAIXA FIC FIF BETA RF REF DI LP RESP LTDA,CAIXA FIC FIF BETA RF REF DI LP RESP LTDA,02/10/1995,"29,96255200","0,047","0,04","4,12","13,22","166,809",PF,PF | TODOS,https://www.caixa.gov.br/fundos-investimento/referenciados/fic-beta-ref-di-lp
RENDA FIXA REFERENCIADO,CAIXA SIGMA FUNCIONARIOS FIC FIF RF REF DI LP - RESP LTDA (2) (3),CAIXA SIGMA FUNCIONARIOS FIC FIF RF REF DI LP - RESP LTDA (2) (3),08/04/2026,-,-,-,-,-,-,PF,PF,
RENDA FIXA REFERENCIADO,CAIXA FIC FIF GIRO IMEDIATO RF REF DI LP RESP LTDA,CAIXA FIC FIF GIRO IMEDIATO RF REF DI LP RESP LTDA,03/06/2013,"2,77504300","0,046","0,04","4,07","13,04","5.953,831",PF,PF | TODOS,https://www.caixa.gov.br/fundos-investimento/referenciados/fic-giro-imediato-ref-di-longo-prazo
RENDA FIXA REFERENCIADO,CAIXA FIC FIF PLENO REF DI LP RESP LTDA,CAIXA FIC FIF PLENO REF DI LP RESP LTDA,14/06/2010,"3,55639100","0,052","0,05","4,41","14,32","2.177,831",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/referenciados/fic-pleno-ref-di-longo-prazo
RENDA FIXA REFERENCIADO,CAIXA FIC OMEGA REF DI RF LONGO PRAZO,CAIXA FIC OMEGA REF DI RF LONGO PRAZO,13/05/2024,"1,27324400","0,052","0,05","4,57","14,70","63,670",PF,PF,https://www.caixa.gov.br/fundos-investimento/referenciados/fic-omega-ref-di-longo-prazo/Paginas/default.aspx
RENDA FIXA REFERENCIADO,CAIXA FIC FIF PREFERENCIAL REF DI LP RESP LTDA,CAIXA FIC FIF PREFERENCIAL REF DI LP RESP LTDA,01/10/2003,"9,55357800","0,052","0,05","4,44","14,42","839,869",PF,PF | TODOS,https://www.caixa.gov.br/fundos-investimento/referenciados/fic-preferencial-ref-di-longo-prazo
RENDA FIXA REFERENCIADO,CAIXA FIC FIF SIGMA RF REF DI LP RESP LTDA,CAIXA FIC FIF SIGMA RF REF DI LP RESP LTDA,01/12/2009,"4,39730100","0,052","0,05","4,52","14,55","15.456,348",PF,GOV | PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/referenciados/fic-sigma-ref-di-longo-prazo
RENDA FIXA REFERENCIADO,CAIXA FIC FIF RUBI RF REF DI LP RESP LTDA,CAIXA FIC FIF RUBI RF REF DI LP RESP LTDA,15/07/2009,"4,70815900","0,053","0,05","4,55","14,77","9.364,082",PF,GOV | PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/referenciados/fic-rubi-ref-di-longo-prazo/Paginas/default.aspx
RENDA FIXA REFERENCIADO,CAIXA FIC FIF MEGA RF REFERENC DI LONGO PRAZO - RESP LTDA,CAIXA FIC FIF MEGA RF REFERENC DI LONGO PRAZO - RESP LTDA,03/02/2009,"5,03103200","0,055","0,05","4,57","14,82","20.635,757",PF,PF | PJ,https://www.caixa.gov.br/fundos-investimento/referenciados/fic-mega-ref-di-longo-prazo/Paginas/default.aspx
RENDA FIXA REFERENCIADO,CAIXA FIC FIF TOP PRIVATE RF REF DI LP RESP LTDA,CAIXA FIC FIF TOP PRIVATE RF REF DI LP RESP LTDA,05/05/2014,"3,14194900","0,054","0,05","4,60","14,94","12.754,898",PF,PF | RPPS,https://www.caixa.gov.br/fundos-investimento/referenciados/fic-top-private-ref-di-longo-prazo/Paginas/default.aspx
RENDA FIXA CURTO PRAZO,CAIXA FIC FIF RENDA FIXA CURTO PRAZO RESP LTDA (8),CAIXA FIC FIF RENDA FIXA CURTO PRAZO RESP LTDA (8),14/12/2020,"1.707,46248200","0,051","0,05","4,41","14,20","247,632",PF,PF | PJ,https://www.caixa.gov.br/fundos-investimento/curto-prazo/fic-automatico-polis-rf-cp/Paginas/default.aspx
MULTIMERCADO,CAIXA FIC FIF FOF SMART CRED PRIV MM LP RESP LTDA,CAIXA FIC FIF FOF SMART CRED PRIV MM LP RESP LTDA,30/08/2023,"1,39085400","-0,001","0,00","3,88","13,96","68,496",PF,PF | PJ,https://www.caixa.gov.br/fundos-investimento/multimercado/fic-fof-smart-credito-privado-multimercado-longo-prazo/Paginas/default.aspx
MULTIMERCADO,CAIXA FIC MULTIGESTOR GLOBAL EQUITIES IE,CAIXA FIC MULTIGESTOR GLOBAL EQUITIES IE,11/11/2020,"1.149,33628400","-0,002","0,00","-8,40","-0,77","35,179",PF,PF | PJ | RPPS | TODOS,https://www.caixa.gov.br/fundos-investimento/multimercado/caixa-multigestor-global-equities-invest-ext/Paginas/default.aspx
MULTIMERCADO,CAIXA FIF MULTIMERCADO RV 30 LP RESP LTDA,CAIXA FIF MULTIMERCADO RV 30 LP RESP LTDA,20/06/2000,"12,69053700","-0,388","-0,38","6,90","19,77","540,035",PF,PF | PJ | RPPS | TODOS,https://www.caixa.gov.br/fundos-investimento/multimercado/fi-multimercado-rv30-longo-prazo
MULTIMERCADO,CAIXA FIC FIF ESTRATÉGIA LIVRE MULTIMERCADO LP RESP LTDA,CAIXA FIC FIF ESTRATEGIA LIVRE MULTIMERCADO LP RESP LTDA,21/10/2019,"1.635,67385200","-0,006","0,00","4,38","14,46","118,633",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/multimercado/estrategia-livre-mm-lp
MULTIMERCADO,CAIXA FIF INDEXA SHORT DOLAR MM LP RESP LTDA,CAIXA FIF INDEXA SHORT DOLAR MM LP RESP LTDA,26/10/2020,"2.420,66583400","-0,174","-0,17","17,84","38,89","12,111",PF,GOV | PF | PJ | RPPS,https://www.caixa.gov.br/fundos-investimento/multimercado/caixa-fi-indexa-short-dolar-mult-lp/Paginas/default.aspx
MULTIMERCADO,CAIXA CARTEIRA QUANT DUO FIC FIF MM LP RESP LTDA (2) (3),CAIXA CARTEIRA QUANT DUO FIC FIF MM LP RESP LTDA (2) (3),07/04/2026,-,-,-,-,-,-,PF,PF | PJ,
MULTIMERCADO,CAIXA FIC FIF FOF SMART LONG SHORT LP RESP LTDA,CAIXA FIC FIF FOF SMART LONG SHORT LP RESP LTDA,18/07/2023,"1,25567900","-0,005","0,00","2,81","13,37","6,695",PF,PF | PJ,https://www.caixa.gov.br/fundos-investimento/multimercado/caixa-fic-fof-smart-long-short-mm/Paginas/default.aspx
MULTIMERCADO,CAIXA FIC LONG BIAS MM,CAIXA FIC LONG BIAS MM,01/04/2024,"1,19703500","-1,079","-1,07","3,24","26,87","3,464",PF,PF | PJ,https://www.caixa.gov.br/fundos-investimento/multimercado/caixa-fic-fof-smart-long-bias-mm/Paginas/default.aspx
MULTIMERCADO,CAIXA CARTEIRA QUANT QUALI FIC FIF MM LP RESP LTDA (2) (3),CAIXA CARTEIRA QUANT QUALI FIC FIF MM LP RESP LTDA (2) (3),07/04/2026,-,-,-,-,-,-,PF,PF | PJ,
MULTIMERCADO,CAIXA FIC FIF FOF SMART LONG BIAS MM RESP LTDA,CAIXA FIC FIF FOF SMART LONG BIAS MM RESP LTDA,18/07/2023,"1,46862900","-0,004","0,00","7,58","27,03","12,820",PF,PF | PJ,https://www.caixa.gov.br/fundos-investimento/multimercado/caixa-fic-fof-smart-long-bias-mm/Paginas/default.aspx
MULTIMERCADO,CAIXA CARTEIRA QUANT UNO FIC FIF MM LP RESP LTDA (2) (3),CAIXA CARTEIRA QUANT UNO FIC FIF MM LP RESP LTDA (2) (3),07/04/2026,-,-,-,-,-,-,PF,PF | PJ,
MULTIMERCADO,CAIXA FIF INDEXA EURO MM LONGO PRAZO RESP LTDA,CAIXA FIF INDEXA EURO MM LONGO PRAZO RESP LTDA,01/04/2024,"1,09642000","-0,109","-0,10","-9,06","-7,36","3,203",PF,GOV | PF | PJ | RPPS,https://www.caixa.gov.br/fundos-investimento/multimercado/fi-euro-multimercado-longo-prazo/Paginas/default.aspx
MULTIMERCADO,CAIXA FIC FIF ESTRATÉGICO MULTIMERCADO LP RESP LTDA,CAIXA FIC FIF ESTRATEGICO MULTIMERCADO LP RESP LTDA,10/04/2006,"5,33163188","-0,003","0,00","3,90","14,13","33,307",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/multimercado/fic-estrategico-multimercado-longo-prazo
MULTIMERCADO,CAIXA FIF INDEXA OURO MULTIMERCADO LP RESP LTDA,CAIXA FIF INDEXA OURO MULTIMERCADO LP RESP LTDA,15/02/2013,"4,69495500","-2,016","-2,01","5,66","47,33","662,518",PF,PF | RPPS | TODOS,https://www.caixa.gov.br/fundos-investimento/multimercado/fi-ouro-multimercado-longo-prazo
MULTIMERCADO,CAIXA FIC FIF FOF SMART MULTIESTRATEGIA MM RESP LTDA,CAIXA FIC FIF FOF SMART MULTIESTRATEGIA MM RESP LTDA,09/06/2014,"2,85263200","-0,004","0,00","2,13","12,22","79,316",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/multimercado/fic-multigestor
MULTIMERCADO,CAIXA FIC FIF HEDGE MULTIMERCADO LONGO PRAZO RESP LTDA,CAIXA FIC FIF HEDGE MULTIMERCADO LONGO PRAZO RESP LTDA,26/10/2020,"1.627,33099600","0,441","0,44","3,29","10,22","31,870",PF,GOV | PF | PJ | RPPS | TODOS,https://www.caixa.gov.br/fundos-investimento/multimercado/caixa-fic-hedge-multimercado-lp/Paginas/default.aspx
MULTIMERCADO,CAIXA FIF INDEXA BOLSA AMERICANA MM LP RESP LTDA,CAIXA FIF INDEXA BOLSA AMERICANA MM LP RESP LTDA,16/10/2018,"3,61257700","-0,163","-0,16","7,39","38,24","2.252,609",PF,GOV | PF | PJ | RPPS | TODOS,https://www.caixa.gov.br/fundos-investimento/multimercado/fi-bolsa-americana-multimercado-lp
MULTIMERCADO,CAIXA FIC FIF JUROS E MOEDAS MM PLUS LP RESP LTDA,CAIXA FIC FIF JUROS E MOEDAS MM PLUS LP RESP LTDA,05/03/2018,"1,88684600","-0,002","0,00","3,79","12,99","20,634",PF,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/multimercado/caixa-fic-juros-e-moedas-multimercado-plus-lp/
MULTIMERCADO,CAIXA FIC FIF FUNCIONARIOS ESTRATEGIA LIVRE MULTIMERCADO LP RESP LTDA,CAIXA FIC FIF FUNCIONARIOS ESTRATEGIA LIVRE MULTIMERCADO LP RESP LTDA,06/07/2020,"1.655,59085100","-0,003","0,00","4,68","15,42","15,775",PF,PF,
MULTIMERCADO,CAIXA HASHDEX NASDAQ CRYPTO INDEX FIC FIF MM RESP LTDA (2),CAIXA HASHDEX NASDAQ CRYPTO INDEX FIC FIF MM RESP LTDA (2),07/10/2025,"0,54246812","-0,005","0,00","-24,87","0,00","3,827",PF,PF | PJ,
MULTIMERCADO,CAIXA FIC FIF CAPITAL PROTEGIDO CESTA AGRO MM,CAIXA FIC FIF CAPITAL PROTEGIDO CESTA AGRO MM,04/07/2022,"1,39764100","-0,003","0,00","3,05","9,91","71,741",PF,GOV | PF | PJ | RPPS,https://www.caixa.gov.br/fundos-investimento/multimercado/caixa_fic_fim_cap_protegido_cesta_agro/Paginas/default.aspx
MULTIMERCADO,CAIXA CAPITAL PROTEGIDO CÍCLICO III FIC FIF MM LP - RESP LTDA,CAIXA CAPITAL PROTEGIDO CICLICO III FIC FIF MM LP - RESP LTDA,10/01/2022,"1,53344400","-0,004","0,00","2,69","21,16","14,514",PF,PF | PJ | RPPS,https://www.caixa.gov.br/fundos-investimento/multimercado/fic-capital-protegido-ciclico-iii-multimercado-lp/Paginas/default.aspx
MULTIMERCADO,CAIXA CAPITAL PROTEGIDO IBOVESPA CÍCLICO I FIC FIF MM,CAIXA CAPITAL PROTEGIDO IBOVESPA CICLICO I FIC FIF MM,08/11/2011,"3,21745200","-0,005","0,00","0,98","8,82","153,310",PF,PF | TODOS,https://www.caixa.gov.br/fundos-investimento/multimercado/fic-capital-protegido-ibovespa-ciclico-1-multimercado
MULTIMERCADO,CAIXA FIC FIM CAPITAL PROTEGIDO CICLICO II LP - RL,CAIXA FIC FIM CAPITAL PROTEGIDO CICLICO II LP - RL,18/07/2022,"1,45023900","-0,003","0,00","0,28","14,58","188,127",PF,GOV | PF | PJ | RPPS,
