Categoria,Fundo,Fundo_norm,Data Inicio,Cota (R$),Variacao Dia (%),Acum. Mes (%),Acum. Ano (%),Acum. 12M (%),PL (milhoes R$),Perfil,Perfis
RENDA FIXA,CAIXA FIF FIC EXPERT SULAMERICA RF CRED PRIV LP - RESP LTDA,CAIXA FIF FIC EXPERT SULAMERICA RF CRED PRIV LP - RESP LTDA,26/11/2024,"1,21890000","-0,001","0,78","4,07","14,54","73,096",PF,PF | PJ | RPPS
RENDA FIXA,CAIXA EXPERT VOX DESENV SUSTENTAVEL IS RF CRED PRIV LP - RESP LTDA (2) (3),CAIXA EXPERT VOX DESENV SUSTENTAVEL IS RF CRED PRIV LP - RESP LTDA (2) (3),14/11/2025,-,-,-,-,-,-,PF,PF | PJ
RENDA FIXA,CAIXA FIC FIF PLUS QUALI RF CREDI PRIV LP RESP LTDA,CAIXA FIC FIF PLUS QUALI RF CREDI PRIV LP RESP LTDA,21/01/2021,"1.800,89665500","0,067","0,93","4,21","14,68","176,240",PF,PF | PJ
RENDA FIXA,CAIXA EXPERT ABSOLUTE CRETA FIC FIF RF CRED PRIV LP - RESP LTDA,CAIXA EXPERT ABSOLUTE CRETA FIC FIF RF CRED PRIV LP - RESP LTDA,26/03/2025,"1,14450600","-0,001","0,54","3,06","13,43","85,911",PF,PF | PJ | RPPS
RENDA FIXA,CAIXA EXPERT RB ASSET CDI DEB INCENTIVADAS FIC FIF RF CRED PRIV RESP LTDA (2),CAIXA EXPERT RB ASSET CDI DEB INCENTIVADAS FIC FIF RF CRED PRIV RESP LTDA (2),15/10/2025,"1,05507764","-0,001","-0,51","2,10","0,00","376,750",PF,PF
RENDA FIXA,CAIXA EXPERT VINLAND DEB IN INFRA RF CRED PRIV LP RESP LTDA (2) (3),CAIXA EXPERT VINLAND DEB IN INFRA RF CRED PRIV LP RESP LTDA (2) (3),08/04/2026,-,-,-,-,-,-,PF,PF
RENDA FIXA,CAIXA FIC FIF EXPERTISE RF CRED PRIV LP RESP LTDA,CAIXA FIC FIF EXPERTISE RF CRED PRIV LP RESP LTDA,02/07/2009,"4,86583200","0,062","0,94","4,31","14,71","3.218,715",PF,PF | PJ | TODOS
RENDA FIXA,CAIXA FIF QUALIFICADO RF CRED PRIV LP - RESP LTDA,CAIXA FIF QUALIFICADO RF CRED PRIV LP - RESP LTDA,01/06/2009,"5,05563200","0,066","0,95","4,27","14,76","856,456",PF,PF | PJ
RENDA FIXA,CAIXA FIC FIF SELEÇÃO RF RESP LTDA,CAIXA FIC FIF SELECAO RF RESP LTDA,01/10/2003,"28,84274200","0,049","0,88","4,00","28,95","21,101",PF,PF | TODOS
RENDA FIXA,CAIXA FIC FIF PERSONAL RF LP RESP LTDA,CAIXA FIC FIF PERSONAL RF LP RESP LTDA,03/11/1997,"30,13648600","0,058","0,94","4,26","14,44","3.108,199",PF,GOV | PF | PJ | TODOS
RENDA FIXA,CAIXA FIC FIF RENDA FIXA ATIVA LP RESP LTDA,CAIXA FIC FIF RENDA FIXA ATIVA LP RESP LTDA,22/04/2020,"1.749,45865900","0,047","1,22","3,86","13,61","128,555",PF,PF | PJ
RENDA FIXA,CAIXA INDEXA TESOURO SELIC FIC FIF RF LP - RESP LTDA,CAIXA INDEXA TESOURO SELIC FIC FIF RF LP - RESP LTDA,26/12/2013,"3,17342900","0,053","0,97","4,42","14,74","496,887",PF,PF
RENDA FIXA,CAIXA FIC FIF SUPREMO RF LP RESP LTDA,CAIXA FIC FIF SUPREMO RF LP RESP LTDA,04/07/2006,"6,09417000","0,057","0,93","4,19","14,19","122,952",PF,PF | TODOS
RENDA FIXA,CAIXA FIC FIF UNIQUE RF CRED PRIV LP - RL,CAIXA FIC FIF UNIQUE RF CRED PRIV LP - RL,31/07/2024,"1,24863100","0,063","0,96","4,38","14,95","335,321",PF,PF
RENDA FIXA,CAIXA FIC FIF ESPECIAL RF LP RESP LTDA,CAIXA FIC FIF ESPECIAL RF LP RESP LTDA,25/08/2003,"10,42821100","0,059","0,95","4,32","14,66","2.375,903",PF,PF | PJ
RENDA FIXA,CAIXA FIF FIDELIDADE PRIVATE RF LP - RESP LTDA,CAIXA FIF FIDELIDADE PRIVATE RF LP - RESP LTDA,02/07/2008,"5,43100600","0,057","0,98","4,42","14,86","548,347",PF,PF
RENDA FIXA,CAIXA FIC FIF MAXI RENDA FIXA CRED PRIV LP - RESP LTDA,CAIXA FIC FIF MAXI RENDA FIXA CRED PRIV LP - RESP LTDA,04/03/2013,"3,51033800","0,062","0,96","4,37","14,94","15.392,942",PF,PF | PJ
RENDA FIXA,CAIXA FIF FIDELIDADE II RF CRÉD PRIV LP,CAIXA FIF FIDELIDADE II RF CRED PRIV LP,03/06/2009,"5,21583800","0,065","0,99","4,40","15,13","1.379,923",PF,PF | PJ
RENDA FIXA REFERENCIADO,CAIXA FIC FIF BETA RF REF DI LP RESP LTDA,CAIXA FIC FIF BETA RF REF DI LP RESP LTDA,02/10/1995,"29,91935300","0,048","0,87","3,97","13,21","166,939",PF,PF | TODOS
RENDA FIXA REFERENCIADO,CAIXA SIGMA FUNCIONARIOS FIC FIF RF REF DI LP - RESP LTDA (2) (3),CAIXA SIGMA FUNCIONARIOS FIC FIF RF REF DI LP - RESP LTDA (2) (3),08/04/2026,-,-,-,-,-,-,PF,PF
RENDA FIXA REFERENCIADO,CAIXA FIC FIF PLENO REF DI LP RESP LTDA,CAIXA FIC FIF PLENO REF DI LP RESP LTDA,14/06/2010,"3,55039200","0,056","0,93","4,23","14,30","2.172,492",PF,PF | PJ | TODOS
RENDA FIXA REFERENCIADO,CAIXA FIC FIF GIRO IMEDIATO RF REF DI LP RESP LTDA,CAIXA FIC FIF GIRO IMEDIATO RF REF DI LP RESP LTDA,03/06/2013,"2,77109800","0,047","0,86","3,92","13,03","5.915,930",PF,PF | TODOS
RENDA FIXA REFERENCIADO,CAIXA FIC OMEGA REF DI RF LONGO PRAZO,CAIXA FIC OMEGA REF DI RF LONGO PRAZO,13/05/2024,"1,27121000","0,053","0,96","4,40","14,69","63,394",PF,PF
RENDA FIXA REFERENCIADO,CAIXA FIC FIF PREFERENCIAL REF DI LP RESP LTDA,CAIXA FIC FIF PREFERENCIAL REF DI LP RESP LTDA,01/10/2003,"9,53735700","0,057","0,94","4,27","14,40","839,838",PF,PF | TODOS
RENDA FIXA REFERENCIADO,CAIXA FIC FIF SIGMA RF REF DI LP RESP LTDA,CAIXA FIC FIF SIGMA RF REF DI LP RESP LTDA,01/12/2009,"4,39035300","0,052","0,95","4,35","14,53","15.432,855",PF,GOV | PF | PJ | TODOS
RENDA FIXA REFERENCIADO,CAIXA FIC FIF RUBI RF REF DI LP RESP LTDA,CAIXA FIC FIF RUBI RF REF DI LP RESP LTDA,15/07/2009,"4,69999600","0,058","0,96","4,36","14,75","9.419,412",PF,GOV | PF | PJ | TODOS
RENDA FIXA REFERENCIADO,CAIXA FIC FIF MEGA RF REFERENC DI LONGO PRAZO - RESP LTDA,CAIXA FIC FIF MEGA RF REFERENC DI LONGO PRAZO - RESP LTDA,03/02/2009,"5,02230900","0,058","0,97","4,39","14,80","20.620,829",PF,PF | PJ
RENDA FIXA REFERENCIADO,CAIXA FIC FIF TOP PRIVATE RF REF DI LP RESP LTDA,CAIXA FIC FIF TOP PRIVATE RF REF DI LP RESP LTDA,05/05/2014,"3,13644500","0,058","0,97","4,41","14,92","12.610,167",PF,PF | RPPS
RENDA FIXA CURTO PRAZO,CAIXA FIC FIF RENDA FIXA CURTO PRAZO RESP LTDA (8),CAIXA FIC FIF RENDA FIXA CURTO PRAZO RESP LTDA (8),14/12/2020,"1.704,81091200","0,052","0,94","4,24","14,20","244,305",PF,PF | PJ
MULTIMERCADO,CAIXA FIC FIF FOF SMART CRED PRIV MM LP RESP LTDA,CAIXA FIC FIF FOF SMART CRED PRIV MM LP RESP LTDA,30/08/2023,"1,38801500","-0,001","0,81","3,67","13,92","68,371",PF,PF | PJ
MULTIMERCADO,CAIXA FIC MULTIGESTOR GLOBAL EQUITIES IE,CAIXA FIC MULTIGESTOR GLOBAL EQUITIES IE,11/11/2020,"1.157,19461400","-0,002","3,02","-7,77","2,23","35,533",PF,PF | PJ | RPPS | TODOS
MULTIMERCADO,CAIXA FIF MULTIMERCADO RV 30 LP RESP LTDA,CAIXA FIF MULTIMERCADO RV 30 LP RESP LTDA,20/06/2000,"12,75062100","-0,110","1,14","7,41","20,48","540,035",PF,PF | PJ | RPPS | TODOS
MULTIMERCADO,CAIXA FIC FIF ESTRATÉGIA LIVRE MULTIMERCADO LP RESP LTDA,CAIXA FIC FIF ESTRATEGIA LIVRE MULTIMERCADO LP RESP LTDA,21/10/2019,"1.634,31144300","-0,014","1,56","4,29","14,93","118,736",PF,PF | PJ | TODOS
MULTIMERCADO,CAIXA FIF INDEXA SHORT DOLAR MM LP RESP LTDA,CAIXA FIF INDEXA SHORT DOLAR MM LP RESP LTDA,26/10/2020,"2.412,83746500","0,093","5,79","17,46","38,69","11,634",PF,GOV | PF | PJ | RPPS
MULTIMERCADO,CAIXA CARTEIRA QUANT DUO FIC FIF MM LP RESP LTDA (2) (3),CAIXA CARTEIRA QUANT DUO FIC FIF MM LP RESP LTDA (2) (3),07/04/2026,-,-,-,-,-,-,PF,PF | PJ
MULTIMERCADO,CAIXA FIC FIF FOF SMART LONG SHORT LP RESP LTDA,CAIXA FIC FIF FOF SMART LONG SHORT LP RESP LTDA,18/07/2023,"1,25693200","-0,005","0,33","2,91","13,82","6,702",PF,PF | PJ
MULTIMERCADO,CAIXA FIC LONG BIAS MM,CAIXA FIC LONG BIAS MM,01/04/2024,"1,22684000","-0,252","0,49","5,81","30,26","3,767",PF,PF | PJ
MULTIMERCADO,CAIXA CARTEIRA QUANT QUALI FIC FIF MM LP RESP LTDA (2) (3),CAIXA CARTEIRA QUANT QUALI FIC FIF MM LP RESP LTDA (2) (3),07/04/2026,-,-,-,-,-,-,PF,PF | PJ
MULTIMERCADO,CAIXA FIC FIF FOF SMART LONG BIAS MM RESP LTDA,CAIXA FIC FIF FOF SMART LONG BIAS MM RESP LTDA,18/07/2023,"1,47647000","-0,004","2,67","8,16","28,86","12,833",PF,PF | PJ
MULTIMERCADO,CAIXA CARTEIRA QUANT UNO FIC FIF MM LP RESP LTDA (2) (3),CAIXA CARTEIRA QUANT UNO FIC FIF MM LP RESP LTDA (2) (3),07/04/2026,-,-,-,-,-,-,PF,PF | PJ
MULTIMERCADO,CAIXA FIF INDEXA EURO MM LONGO PRAZO RESP LTDA,CAIXA FIF INDEXA EURO MM LONGO PRAZO RESP LTDA,01/04/2024,"1,09903700","-0,060","-2,56","-8,84","-7,95","3,293",PF,GOV | PF | PJ | RPPS
MULTIMERCADO,CAIXA FIC FIF ESTRATÉGICO MULTIMERCADO LP RESP LTDA,CAIXA FIC FIF ESTRATEGICO MULTIMERCADO LP RESP LTDA,10/04/2006,"5,32837857","0,013","1,20","3,84","14,55","33,393",PF,PF | PJ | TODOS
MULTIMERCADO,CAIXA FIF INDEXA OURO MULTIMERCADO LP RESP LTDA,CAIXA FIF INDEXA OURO MULTIMERCADO LP RESP LTDA,15/02/2013,"4,76529500","-1,742","-0,83","7,24","45,14","682,585",PF,PF | RPPS | TODOS
MULTIMERCADO,CAIXA FIC FIF FOF SMART MULTIESTRATEGIA MM RESP LTDA,CAIXA FIC FIF FOF SMART MULTIESTRATEGIA MM RESP LTDA,09/06/2014,"2,85490900","-0,004","2,09","2,21","12,47","79,450",PF,PF | PJ | TODOS
MULTIMERCADO,CAIXA FIC FIF HEDGE MULTIMERCADO LONGO PRAZO RESP LTDA,CAIXA FIC FIF HEDGE MULTIMERCADO LONGO PRAZO RESP LTDA,26/10/2020,"1.618,57573300","0,301","0,77","2,73","9,68","32,015",PF,GOV | PF | PJ | RPPS | TODOS
MULTIMERCADO,CAIXA FIF INDEXA BOLSA AMERICANA MM LP RESP LTDA,CAIXA FIF INDEXA BOLSA AMERICANA MM LP RESP LTDA,16/10/2018,"3,57855300","-0,435","10,04","6,38","40,91","2.231,518",PF,GOV | PF | PJ | RPPS | TODOS
MULTIMERCADO,CAIXA FIC FIF JUROS E MOEDAS MM PLUS LP RESP LTDA,CAIXA FIC FIF JUROS E MOEDAS MM PLUS LP RESP LTDA,05/03/2018,"1,88510300","0,046","1,14","3,70","13,02","20,461",PF,PF | PJ | TODOS
MULTIMERCADO,CAIXA FIC FIF FUNCIONARIOS ESTRATEGIA LIVRE MULTIMERCADO LP RESP LTDA,CAIXA FIC FIF FUNCIONARIOS ESTRATEGIA LIVRE MULTIMERCADO LP RESP LTDA,06/07/2020,"1.654,03465400","-0,009","1,62","4,58","15,89","15,769",PF,PF
MULTIMERCADO,CAIXA HASHDEX NASDAQ CRYPTO INDEX FIC FIF MM RESP LTDA (2),CAIXA HASHDEX NASDAQ CRYPTO INDEX FIC FIF MM RESP LTDA (2),07/10/2025,"0,54668484","-0,005","6,35","-24,29","0,00","3,799",PF,PF | PJ
MULTIMERCADO,CAIXA FIC FIF CAPITAL PROTEGIDO CESTA AGRO MM,CAIXA FIC FIF CAPITAL PROTEGIDO CESTA AGRO MM,04/07/2022,"1,39269500","-0,264","-1,29","2,69","9,31","71,487",PF,GOV | PF | PJ | RPPS
MULTIMERCADO,CAIXA CAPITAL PROTEGIDO CÍCLICO III FIC FIF MM LP - RESP LTDA,CAIXA CAPITAL PROTEGIDO CICLICO III FIC FIF MM LP - RESP LTDA,10/01/2022,"1,53593800","-0,501","-0,06","2,86","21,49","14,538",PF,PF | PJ | RPPS
MULTIMERCADO,CAIXA CAPITAL PROTEGIDO IBOVESPA CÍCLICO I FIC FIF MM,CAIXA CAPITAL PROTEGIDO IBOVESPA CICLICO I FIC FIF MM,08/11/2011,"3,21358900","-0,066","1,00","0,86","8,71","153,126",PF,PF | TODOS
MULTIMERCADO,CAIXA FIC FIM CAPITAL PROTEGIDO CICLICO II LP - RL,CAIXA FIC FIM CAPITAL PROTEGIDO CICLICO II LP - RL,18/07/2022,"1,46119900","0,108","3,99","1,04","16,62","189,548",PF,GOV | PF | PJ | RPPS
MULTIMERCADO,CAIXA FIC FIF EXPERT PIMCO INCOME IE MM LP RESP LTDA,CAIXA FIC FIF EXPERT PIMCO INCOME IE MM LP RESP LTDA,21/08/2023,"1,41293600","-0,003","1,69","2,55","15,91","279,287",PF,PF | PJ | RPPS
MULTIMERCADO,CAIXA EXPERT GIANT ZARATHUSTRA FIC MULTIMERCADO - RESP LTDA,CAIXA EXPERT GIANT ZARATHUSTRA FIC MULTIMERCADO - RESP LTDA,12/02/2021,"1,29696800","-0,002","-0,97","1,04","1,35","14,478",PF,PF | PJ | TODOS
MULTIMERCADO,CAIXA FIC FIF ALOCAÇÃO MACRO MM LONGO PRAZO RESP LTDA,CAIXA FIC FIF ALOCACAO MACRO MM LONGO PRAZO RESP LTDA,01/02/2007,"5,56974000","0,005","1,36","4,53","15,45","899,522",PF,PF | PJ | RPPS | TODOS
MULTIMERCADO,CAIXA FIC FIF JUROS E MOEDAS MM LP RESP LTDA,CAIXA FIC FIF JUROS E MOEDAS MM LP RESP LTDA,28/06/2012,"3,61103300","0,048","1,17","3,82","13,43","756,146",PF,PF | PJ | RPPS | TODOS
MULTIMERCADO,FIC FIF CAIXA EXPERT BTG PACTUAL X10 MM LP RESP LTDA,FIC FIF CAIXA EXPERT BTG PACTUAL X10 MM LP RESP LTDA,21/03/2013,"6,77458200","-0,004","2,25","5,33","16,94","130,958",PF,PF | PJ | TODOS
MULTIMERCADO,CAIXA FIC FIF EXPERT SPX NIMITZ MULTIMERCADO RESP LTDA,CAIXA FIC FIF EXPERT SPX NIMITZ MULTIMERCADO RESP LTDA,04/05/2020,"1,75712200","-0,001","1,38","-0,53","8,69","176,370",PF,PF | PJ
CAMBIAL,CAIXA FIC FIF INDEXA DOLAR CAMBIAL RESP LTDA,CAIXA FIC FIF INDEXA DOLAR CAMBIAL RESP LTDA,27/06/2005,"3,69658800","0,006","-3,79","-8,04","-7,76","95,824",PF,PF | PJ | TODOS
ACOES,CAIXA FIF AÇÕES DIVIDENDOS RESP LTDA,CAIXA FIF ACOES DIVIDENDOS RESP LTDA,03/10/2003,"7,16489300","-0,529","-1,09","12,96","32,17","368,496",PF,PF | PJ | TODOS
ACOES,CAIXA FIC FIF AÇÕES E-FUNDOS IBOVESPA RESP LTDA,CAIXA FIC FIF ACOES E-FUNDOS IBOVESPA RESP LTDA,05/10/2012,"2,80121800","-0,500","0,59","16,42","38,11","14,469",PF,GOV | PF | PJ
ACOES,CAIXA ATENA FIC FIF AÇÕES FUNCIONÁRIOS LIVRE QUANT RESP LTDA,CAIXA ATENA FIC FIF ACOES FUNCIONARIOS LIVRE QUANT RESP LTDA,06/07/2020,"2.107,20242800","-0,366","0,68","6,14","31,15","11,171",PF,PF
ACOES,CAIXA FIF AÇÕES BDR NÍVEL I RESP LTDA,CAIXA FIF ACOES BDR NIVEL I RESP LTDA,24/06/2013,"9,38929100","-0,647","7,44","-5,17","22,00","260,183",PF,PF | PJ | TODOS
ACOES,CAIXA FIF AÇÕES SMALL CAPS ATIVO RESP LTDA,CAIXA FIF ACOES SMALL CAPS ATIVO RESP LTDA,01/11/2012,"1,54169500","-0,391","-3,88","1,13","11,90","469,161",PF,PF | PJ | TODOS
ACOES,CAIXA FIF AÇÕES CONSUMO RESP LTDA,CAIXA FIF ACOES CONSUMO RESP LTDA,26/04/2012,"1,15841900","-1,053","-4,43","-0,47","3,48","61,061",PF,PF | PJ | TODOS
ACOES,CAIXA FIF ACOES SUSTENTABILIDADE EMPRESARIAL ISE - IS RESP LTDA,CAIXA FIF ACOES SUSTENTABILIDADE EMPRESARIAL ISE - IS RESP LTDA,05/11/2007,"1,86979400","-0,800","-1,01","9,69","24,79","2,484",PF,PF | PJ | TODOS
ACOES,CAIXA FIF ACOES PETROBRAS PLUS RESP LTDA,CAIXA FIF ACOES PETROBRAS PLUS RESP LTDA,28/06/2019,"5,09786300","0,708","-0,95","61,88","72,96","88,007",PF,PF | PJ | TODOS
ACOES,CAIXA FIC FIF AÇÕES IBOVESPA RESP LTDA,CAIXA FIC FIF ACOES IBOVESPA RESP LTDA,15/01/1997,"9,39628900","-0,505","0,51","16,05","36,64","98,280",PF,PF | PJ | TODOS
ACOES,CAIXA FIC FIF AÇÕES MULTIGESTOR RESP LTDA,CAIXA FIC FIF ACOES MULTIGESTOR RESP LTDA,25/06/2019,"1,38426500","-0,041","-0,39","7,54","21,32","314,624",PF,PF | PJ | RPPS | TODOS
ACOES,CAIXA FIF AÇÕES CONSTRUÇÃO CIVIL RESP LTDA,CAIXA FIF ACOES CONSTRUCAO CIVIL RESP LTDA,22/06/2009,"1,95505400","-0,154","-6,12","2,82","31,41","125,067",PF,PF | PJ | TODOS
ACOES,CAIXA FIF AÇÕES INFRAESTRUTURA RESP LTDA,CAIXA FIF ACOES INFRAESTRUTURA RESP LTDA,19/04/2010,"3,20569500","-0,725","-1,01","17,61","34,66","143,572",PF,PF | PJ | TODOS
ACOES,CAIXA ATENA FIC FIF AÇÕES LIVRE QUANT RESP LTDA,CAIXA ATENA FIC FIF ACOES LIVRE QUANT RESP LTDA,31/07/2019,"2,04965700","-0,371","0,60","5,78","30,24","53,674",PF,PF | PJ
ACOES,CAIXA FIF AÇÕES PETROBRAS PRÉ-SAL RESP LTDA,CAIXA FIF ACOES PETROBRAS PRE-SAL RESP LTDA,28/09/2010,"7,25387700","0,309","-1,04","54,65","68,97","137,747",PF,PF | PJ | TODOS
ACOES,CAIXA FIF ACOES BANCO DO BRASIL PLUS RESP LTDA,CAIXA FIF ACOES BANCO DO BRASIL PLUS RESP LTDA,23/10/2019,"1.414,53472500","0,128","-2,15","3,47","-18,74","44,121",PF,PF | PJ | RPPS
ACOES,CAIXA FIF AÇÕES VALE DO RIO DOCE RESP LTDA,CAIXA FIF ACOES VALE DO RIO DOCE RESP LTDA,20/02/2002,"40,01573800","-1,303","2,16","15,82","65,09","683,883",PF,PF | PJ | TODOS
ACOES,CAIXA FIF ACOES SEGURIDADE RESP LTDA,CAIXA FIF ACOES SEGURIDADE RESP LTDA,03/05/2021,"2,70166400","-0,383","-1,04","11,53","17,95","452,748",PF,GOV | PF | PJ
ACOES,CAIXA FIF AÇÕES IBRX ATIVO RESP LTDA,CAIXA FIF ACOES IBRX ATIVO RESP LTDA,12/09/2005,"5,18364400","-0,523","0,08","15,50","38,14","24,285",PF,PF | PJ | TODOS
ACOES,CAIXA FIF ACOES INDEXA SETOR FINANCEIRO RESP LTDA,CAIXA FIF ACOES INDEXA SETOR FINANCEIRO RESP LTDA,26/01/2021,"1.648,28816500","-0,378","1,75","13,26","31,49","32,885",PF,GOV | PF | PJ | RPPS | TODOS
ACOES,CAIXA FIC FIF ACOES DIVIDENDOS QUANTITATIVO RESP LTDA,CAIXA FIC FIF ACOES DIVIDENDOS QUANTITATIVO RESP LTDA,02/09/2021,"2,04918000","-0,597","-1,53","0,72","21,69","1,963",PF,PF | PJ
ACOES,CAIXA FIF ACOES INDEXA PIBB IBRX 50 RESP LTDA,CAIXA FIF ACOES INDEXA PIBB IBRX 50 RESP LTDA,12/09/2005,"6,37381400","-0,413","0,67","18,48","40,75","47,339",PF,PF | PJ | TODOS
ACOES,CAIXA FIF ACOES IBOVESPA ATIVO RESP LTDA,CAIXA FIF ACOES IBOVESPA ATIVO RESP LTDA,01/02/2007,"2,36737000","-0,741","0,02","12,82","34,72","38,368",PF,PF | PJ | TODOS
