Categoria,Fundo,Fundo_norm,Data Inicio,Cota (R$),Variacao Dia (%),Acum. Mes (%),Acum. Ano (%),Acum. 12M (%),PL (milhoes R$),Perfil,Data Base Consulta,Data Rentabilidade Ref,Fallback Rentabilidade,Dias Úteis Fallback,Alerta Rentabilidade Defasada,Perfis,URL,CNPJ,codfundo,Perfil de Risco,Taxa Adm (%),Aplicacao Minima (R$),Aplicacao Adicional Minima (R$),Resgate Minimo (R$),Saldo Minimo (R$),Conversao Aplicacao,Conversao Resgate,Pagamento Resgate,Benchmark Oficial,Estratégia,Status de Captação,Classificação Tributária,Classificação Investidor,Horário Limite Aplicação,Horário Limite Resgate,Adiantamento de Resgate,Modalidade Adiantamento,Percentual Adiantamento (%),Público Alvo,Segmentos,Movimentação Automática,Carência,Fim Carência,ASG,Razão Social,Observação Operacional,doc_lamina,doc_regulamento,doc_inf_comp,doc_comunicado,doc_carta,doc_boletim,doc_termo,doc_sumario,doc_raio_x
RENDA FIXA REFERENCIADO,CAIXA FIC FIF GIRO IMEDIATO RF REF DI LP RESP LTDA,CAIXA FIC FIF GIRO IMEDIATO RF REF DI LP RESP LTDA,03/06/2013,"2,88013700","0,045","0,78","8,01","12,86","6.044,581",PF,25/08/2026,25/08/2026,Não,0,Não,PF | TODOS,https://www.caixa.gov.br/fundos-investimento/referenciados/fic-giro-imediato-ref-di-longo-prazo,17.502.869/0001-37,5930,Conservador,1.5,1000.0,100.0,0.01,0.02,D+0 (du),D+0 (du),D+00 (du),CDI,RF DI até 49% Crédito Privado,Aberto para captação,LONGO PRAZO,GERAL,18:00,18h00,Não se aplica,NÃO SE APLICA,,"[""Pessoa Física"", ""Private""]","[""Pessoa Física"", ""Private""]",Sim,Não,,Não,CAIXA GIRO IMEDIATO FUNDO DE INVESTIMENTO EM COTAS DE CLASSE DE FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA REFERENCIADO DI LP - RESP LIMITADA,"Este Fundo não está adaptado às normas vigentes para RPPS (Regimes Próprios de Previdência Social).

Movimentações: O FUNDO oferece mecanismo resgate automático.

Para ativar a funcionalidade de Resgate Automático, acessar o SIART -> Movimentação Automática -> Marcar

As regras da funcionalidade de Movimentação Automática estão descritas no MN TE099.

**Esse fundo não possui adiantamento de resgate, os resgates efetuados ficarão disponíveis no processamento noturno.",https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5930.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5930.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5930.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_5930.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5930.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5930.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-termos-adesao/TA_5930.pdf,,
RENDA FIXA REFERENCIADO,CAIXA FIC OMEGA REF DI RF LONGO PRAZO,CAIXA FIC OMEGA REF DI RF LONGO PRAZO,13/05/2024,"1,32765900","0,051","0,88","9,04","14,52","70,390",PF,25/08/2026,25/08/2026,Não,0,Não,PF,https://www.caixa.gov.br/fundos-investimento/referenciados/fic-omega-ref-di-longo-prazo/Paginas/default.aspx,55.036.101/0001-04,7914,Conservador,0.15,10000.0,100.0,100.0,1000.0,D+0 (du),D+0 (du),D+00 (du),OUTROS,RF REF DI 100% TPF,Aberto para captação,LONGO PRAZO,GERAL,17:00,17h00,Sim · Automatico · 95%,AUTOMATICO,95.0,"[""Private""]","[""Private""]",Não,Não,,Não,CAIXA ÔMEGA PRIVATE FUNDO DE INVESTIMENTO EM COTAS DE CLASSE DE FUNDO DE INVESTIMENTO FINANCEIRO RF REF DI LONGO PRAZO - RESP LIMITADA,A movimentação do fundo é feita exclusivamente pela plataforma.caixa ou IBC/APP.,https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_7914.pdf,http://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_7914.pdf,http://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_7914.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_7914.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_7914.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_7914.pdf,http://www.caixa.gov.br/Downloads/aplicacao-financeira-termos-adesao/TA_7914.pdf,,
RENDA FIXA REFERENCIADO,CAIXA FIC FIF TOP PRIVATE RF REF DI LP RESP LTDA,CAIXA FIC FIF TOP PRIVATE RF REF DI LP RESP LTDA,05/05/2014,"3,28067200","0,053","0,91","9,21","14,81","14.603,710",PF,25/08/2026,25/08/2026,Não,0,Não,PF | RPPS,https://www.caixa.gov.br/fundos-investimento/referenciados/fic-top-private-ref-di-longo-prazo/Paginas/default.aspx,19.769.018/0001-80,5969,Conservador,0.15,10000.0,100.0,100.0,1000.0,D+0 (du),D+0 (du),D+00 (du),CDI,RF DI até 49% Crédito Privado,Aberto para captação,LONGO PRAZO,GERAL,17:00,17h00,Sim · Automatico · 95%,AUTOMATICO,95.0,"[""Private""]","[""Private""]",Não,Não,,Não,CAIXA TOP PRIVATE FUNDO DE INVESTIMENTO EM COTAS DE CLASSE DE FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA REFERENCIADO DI LONGO PRAZO - RESP LIMITADA,,https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5969.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5969.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5969.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_5969.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5969.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5969.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-termos-adesao/TA_5969.pdf,,https://web.microsoftstream.com/video/5f0c9eff-f752-448b-8f0a-3e2fff710aa9?channelId=772517ff-88ae-4298-88f2-3ed5a5893c3e
RENDA FIXA REFERENCIADO,CAIXA FIC FIF PREFERENCIAL REF DI LP RESP LTDA,CAIXA FIC FIF PREFERENCIAL REF DI LP RESP LTDA,01/10/2003,"9,96107100","0,051","0,88","8,90","14,29","824,910",PF,25/08/2026,25/08/2026,Não,0,Não,PF | TODOS,https://www.caixa.gov.br/fundos-investimento/referenciados/fic-preferencial-ref-di-longo-prazo,03.737.211/0001-08,5402,Conservador,0.6,30000.0,100.0,100.0,15000.0,D+0 (du),D+0 (du),D+00 (du),CDI,RF DI até 49% Crédito Privado,Fechado para captação,LONGO PRAZO,GERAL,17:00,17h00,Sim · Automatico · 95%,AUTOMATICO,95.0,"[""GOV"", ""Pessoa Física"", ""Private""]","[""GOV"", ""Pessoa Física"", ""Private""]",Não,Não,,Não,CAIXA PREFERENCIAL FUNDO DE INVESTIMENTO EM COTAS DE CLASSE DE FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA REFERENCIADO DI LONGO PRAZO - RESP LIMITADA,"FUNDO FECHADO PARA APLICAÇÃO A PARTIR DE 08/04/2024, INCLUSIVE.

Este Fundo não está adaptado às normas vigentes para RPPS (Regimes Próprios de Previdência Social).",https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5402.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5402.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5402.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_5402.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5402.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5402.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-termos-adesao/TA_5402.pdf,,https://web.microsoftstream.com/video/ee622bf6-774a-41bd-afd8-1775b6b730b9?channelId=772517ff-88ae-4298-88f2-3ed5a5893c3e
RENDA FIXA REFERENCIADO,CAIXA FIC FIF SIGMA RF REF DI LP RESP LTDA,CAIXA FIC FIF SIGMA RF REF DI LP RESP LTDA,01/12/2009,"4,58302400","0,050","0,87","8,93","14,36","17.070,803",PF,25/08/2026,25/08/2026,Não,0,Não,GOV | PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/referenciados/fic-sigma-ref-di-longo-prazo,10.731.794/0001-17,5171,Conservador,0.35,50000.0,100.0,100.0,5000.0,D+0 (du),D+0 (du),D+00 (du),CDI,RF REF DI 100% TPF,Aberto para captação,LONGO PRAZO,GERAL,17:00,17h00,Sim · Automatico · 95%,AUTOMATICO,95.0,"[""Institucional"", ""Pessoa Física"", ""PJ Atacado"", ""PJ Varejo"", ""Private""]","[""Institucional"", ""Pessoa Física"", ""PJ Atacado"", ""PJ Varejo"", ""Private""]",Não,Não,,Não,CAIXA SIGMA FUNDO DE INVESTIMENTO EM COTAS DE CLASSE DE FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA REFERENCIADO DI LONGO PRAZO - RESP LIMITADA,,https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5171.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5171.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5171.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_5171.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5171.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5171.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-termos-adesao/TA_5171.pdf,,https://web.microsoftstream.com/video/4be15710-4acb-4afd-a959-c6ed0d090cac?channelId=772517ff-88ae-4298-88f2-3ed5a5893c3e
RENDA FIXA REFERENCIADO,CAIXA FIC FIF MEGA RF REFERENC DI LONGO PRAZO - RESP LTDA,CAIXA FIC FIF MEGA RF REFERENC DI LONGO PRAZO - RESP LTDA,03/02/2009,"5,25079300","0,052","0,90","9,13","14,68","23.044,364",PF,25/08/2026,25/08/2026,Não,0,Não,PF | PJ,https://www.caixa.gov.br/fundos-investimento/referenciados/fic-mega-ref-di-longo-prazo/Paginas/default.aspx,10.322.633/0001-70,5411,Conservador,0.25,100000.0,100.0,100.0,10000.0,D+0 (du),D+0 (du),D+00 (du),CDI,RF DI até 49% Crédito Privado,Aberto para captação,LONGO PRAZO,GERAL,17:00,17h00,Sim · Automatico · 95%,AUTOMATICO,95.0,"[""Institucional"", ""Pessoa Física"", ""PJ Atacado"", ""PJ Varejo"", ""Private""]","[""Institucional"", ""Pessoa Física"", ""PJ Atacado"", ""PJ Varejo"", ""Private""]",Não,Não,,Não,CAIXA MEGA FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA REFERENCIADO DI LONGO PRAZO - RESPONSABILIDADE LIMITADA,,https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5411.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5411.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5411.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_5411.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5411.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5411.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-termos-adesao/TA_5411.pdf,,https://web.microsoftstream.com/video/6fd51e32-7197-4736-ab0d-031b75c372fd?channelId=772517ff-88ae-4298-88f2-3ed5a5893c3e
RENDA FIXA REFERENCIADO,CAIXA FIC FIF RUBI RF REF DI LP RESP LTDA,CAIXA FIC FIF RUBI RF REF DI LP RESP LTDA,15/07/2009,"4,91368100","0,052","0,90","9,11","14,63","9.743,893",PF,25/08/2026,25/08/2026,Não,0,Não,GOV | PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/referenciados/fic-rubi-ref-di-longo-prazo/Paginas/default.aspx,10.646.885/0001-54,5157,Conservador,0.3,200000.0,100.0,100.0,20000.0,D+0 (du),D+0 (du),D+00 (du),CDI,RF DI até 49% Crédito Privado,Aberto para captação,LONGO PRAZO,GERAL,17:00,17h00,Sim · Automatico · 95%,AUTOMATICO,95.0,"[""Institucional"", ""PJ Atacado"", ""PJ Varejo""]","[""Institucional"", ""PJ Atacado"", ""PJ Varejo""]",Não,Não,,Não,CAIXA RUBI FUNDO DE INVESTIMENTO EM COTAS DE CLASSE DE FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA REFERENCIADO DI LONGO PRAZO - RESP LIMITADA,Este Fundo não está adaptado às normas vigentes para RPPS (Regimes Próprios de Previdência Social).,https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5157.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5157.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5157.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_5157.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5157.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5157.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-termos-adesao/TA_5157.pdf,,https://web.microsoftstream.com/video/3cd97374-bb4b-4204-bdef-48cfa0e370c8?channelId=772517ff-88ae-4298-88f2-3ed5a5893c3e
RENDA FIXA CURTO PRAZO,CAIXA FIC FIF RENDA FIXA CURTO PRAZO RESP LTDA,CAIXA FIC FIF RENDA FIXA CURTO PRAZO RESP LTDA,14/12/2020,"1.777,96363100","0,049","0,84","8,72","14,03","282,796",PF,25/08/2026,25/08/2026,Não,0,Não,PF | PJ,https://www.caixa.gov.br/fundos-investimento/curto-prazo/fic-automatico-polis-rf-cp/Paginas/default.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULTIMERCADO,CAIXA FIC FIF FOF SMART CRED PRIV MM LP RESP LTDA,CAIXA FIC FIF FOF SMART CRED PRIV MM LP RESP LTDA,30/08/2023,"1,45835300","0,062","0,86","8,92","14,37","65,247",PF,25/08/2026,25/08/2026,Não,0,Não,PF | PJ,https://www.caixa.gov.br/fundos-investimento/multimercado/fic-fof-smart-credito-privado-multimercado-longo-prazo/Paginas/default.aspx,51.943.346/0001-64,7880,Moderado,0.4,0.01,0.01,0.01,0.01,D+1 (du),D+46 (du),D+48 (du),CDI,Multimercado,Aberto para captação,LONGO PRAZO,QUALIFICADO,17:00,17h00,Não se aplica,NÃO SE APLICA,,"[""Pessoa Física"", ""PJ Atacado"", ""Private""]","[""Pessoa Física"", ""PJ Atacado"", ""Private""]",Não,Não,,Não,CAIXA FOF SMART FUNDO DE INVESTIMENTO EM COTAS DE CLASSE DE FUNDO DE INVESTIMENTO FINANCEIRO CRÉDITO PRIVADO MULTIMERCADO LONGO PRAZO - RESPONSABILIDA,,https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_7880.pdf,http://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_7880.pdf,http://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_7880.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_7880.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_7880.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_7880.pdf,http://www.caixa.gov.br/Downloads/aplicacao-financeira-termos-adesao/TA_7880.pdf,,
MULTIMERCADO,CAIXA FIF MULTIMERCADO RV 30 LP RESP LTDA,CAIXA FIF MULTIMERCADO RV 30 LP RESP LTDA,20/06/2000,"12,89019200","0,515","0,17","8,58","17,14","540,035",PF,25/08/2026,25/08/2026,Não,0,Não,PF | PJ | RPPS | TODOS,https://www.caixa.gov.br/fundos-investimento/multimercado/fi-multimercado-rv30-longo-prazo,03.737.188/0001-43,82,Moderado,1.0,0.01,0.01,0.01,0.01,D+0 (du),D+1 (du),D+03 (du),70% CDI + 30% IBOV,Multimercado,Aberto para captação,LONGO PRAZO,GERAL,16:00,16h00,Sim · Automatico · 100%,AUTOMATICO,100.0,"[""GOV"", ""Institucional"", ""Pessoa Física"", ""PJ Atacado"", ""PJ Varejo"", ""Private"", ""RPPS""]","[""GOV"", ""Institucional"", ""Pessoa Física"", ""PJ Atacado"", ""PJ Varejo"", ""Private"", ""RPPS""]",Não,Não,,Não,CAIXA RV 30 FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO LONGO PRAZO - RESPONSABILIDADE LIMITADA,"A contagem para conversão de cotas e pagamento do resgate é feita em dias úteis, conforme estabelecido no Regulamento do Fundo. Este Fundo está adaptado às normas vigentes para RPPS (Regimes Próprios de Previdência Social).",https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_0082.pdf,http://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_0082.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_0082.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_0082.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_82.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_82.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-termos-adesao/TA_0082.pdf,,https://web.microsoftstream.com/video/86aa0100-d5af-4db2-9f67-441255924e4e?channelId=772517ff-88ae-4298-88f2-3ed5a5893c3e
MULTIMERCADO,CAIXA FIC FIF ESTRATÉGIA LIVRE MULTIMERCADO LP RESP LTDA,CAIXA FIC FIF ESTRATEGIA LIVRE MULTIMERCADO LP RESP LTDA,21/10/2019,"1.679,26727200","0,274","0,85","7,16","12,41","113,315",PF,25/08/2026,25/08/2026,Não,0,Não,PF | PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/multimercado/estrategia-livre-mm-lp,34.660.333/0001-69,6440,Moderado,1.5,0.01,0.01,0.01,0.01,D+1 (du),D+13 (du),D+15 (du),CDI,Multimercado,Aberto para captação,LONGO PRAZO,GERAL,14:30,14h30,Sim · Automatico · 100%,AUTOMATICO,100.0,"[""Pessoa Física"", ""Private""]","[""Pessoa Física"", ""Private""]",Não,Não,,Não,CAIXA ESTRATÉGIA LIVRE FUNDO DE INVESTIMENTO EM COTAS DE CLASSE DE FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO LONGO PRAZO - RESPONSABILIDADE LIMITA,,https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_6440.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6440.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6440.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_6440.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6440.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_6440.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-termos-adesao/TA_6440.pdf,,
MULTIMERCADO,CAIXA FIF INDEXA SHORT DOLAR MM LP RESP LTDA,CAIXA FIF INDEXA SHORT DOLAR MM LP RESP LTDA,26/10/2020,"2.490,08231900","0,202","-0,06","21,22","28,40","13,912",PF,25/08/2026,25/08/2026,Não,0,Não,GOV | PF | PJ | RPPS,https://www.caixa.gov.br/fundos-investimento/multimercado/caixa-fi-indexa-short-dolar-mult-lp/Paginas/default.aspx,29.157.511/0001-01,6446,Moderado,0.8,0.01,0.01,0.01,0.01,D+0 (du),D+1 (du),D+01 (du),PTAX,Multimercado,Aberto para captação,LONGO PRAZO,GERAL,14:30,14h30,Não se aplica,NÃO SE APLICA,,"[""GOV"", ""Institucional"", ""Pessoa Física"", ""PJ Atacado"", ""PJ Varejo"", ""Private"", ""RPPS""]","[""GOV"", ""Institucional"", ""Pessoa Física"", ""PJ Atacado"", ""PJ Varejo"", ""Private"", ""RPPS""]",Não,Não,,Não,CAIXA INDEXA SHORT DOLAR FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO LONGO PRAZO - RESPONSABILIDADE LIMITADA,Este Fundo está adaptado às normas vigentes para RPPS (Regimes Próprios de Previdência Social).,https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_6446.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6446.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6446.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_6446.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6446.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_6446.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-termos-adesao/TA_6446.pdf,,
MULTIMERCADO,CAIXA CARTEIRA QUANT DUO FIC FIF MM LP RESP LTDA,CAIXA CARTEIRA QUANT DUO FIC FIF MM LP RESP LTDA,07/04/2026,-,-,-,-,-,-,PF,25/08/2026,25/08/2026,Não,0,Não,PF | PJ,,65.795.043/0001-56,7990,Arrojado,0.8,0.01,0.01,0.01,0.01,D+0 (du),D+8 (du),D+10 (du),NÃO SE APLICA,Multimercado,Aberto para captação,LONGO PRAZO,GERAL,17:00,17h00,Sim · Automatico · 95%,AUTOMATICO,95.0,"[""Pessoa Física"", ""PJ Varejo"", ""Private""]","[""Pessoa Física"", ""PJ Varejo"", ""Private""]",Não,Não,,Não,CAIXA CARTEIRA QUANTITATIVA DUO FUNDO DE INVESTIMENTO EM COTAS DE CLASSE DE FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO LONGO PRAZO - RESP LIMITADA,,https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_7990.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_7990.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_7990.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_7990.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_7990.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_7990.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-termos-adesao/TA_7990.pdf,,
MULTIMERCADO,CAIXA FIC FIF FOF SMART LONG SHORT LP RESP LTDA,CAIXA FIC FIF FOF SMART LONG SHORT LP RESP LTDA,18/07/2023,"1,27475100","0,207","0,64","4,37","10,09","5,191",PF,25/08/2026,25/08/2026,Não,0,Não,PF | PJ,https://www.caixa.gov.br/fundos-investimento/multimercado/caixa-fic-fof-smart-long-short-mm/Paginas/default.aspx,51.408.738/0001-23,7877,Moderado,1.0,0.01,0.01,0.01,0.01,D+1 (du),D+24 (du),D+26 (du),CDI,Multimercado,Aberto para captação,LONGO PRAZO,QUALIFICADO,17:00,17h00,Sim · Automatico · 100%,AUTOMATICO,100.0,"[""Pessoa Física"", ""PJ Atacado"", ""Private""]","[""Pessoa Física"", ""PJ Atacado"", ""Private""]",Não,Não,,Não,CAIXA FOF SMART LONG & SHORT FUNDO DE INVESTIMENTO EM COTAS DE CLASSE DE FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO LONGO PRAZO - RESPONSABILIDADE,,https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_7877.pdf,http://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_7877.pdf,http://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_7877.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_7877.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_7877.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_7877.pdf,http://www.caixa.gov.br/Downloads/aplicacao-financeira-termos-adesao/TA_7877.pdf,,
MULTIMERCADO,CAIXA FIC LONG BIAS MM,CAIXA FIC LONG BIAS MM,01/04/2024,"1,10141300","1,150","-2,19","-5,00","12,54","3,359",PF,25/08/2026,25/08/2026,Não,0,Não,PF | PJ,https://www.caixa.gov.br/fundos-investimento/multimercado/caixa-fic-fof-smart-long-bias-mm/Paginas/default.aspx,54.439.846/0001-51,6950,Moderado,2.0,0.01,0.01,0.01,0.01,D+1 (du),D+13 (du),D+15 (du),OUTROS,Multimercado,Aberto para captação,LONGO PRAZO,GERAL,17:00,17h00,Sim · Automatico · 100%,AUTOMATICO,100.0,"[""Pessoa Física"", ""PJ Atacado"", ""PJ Varejo"", ""Private""]","[""Pessoa Física"", ""PJ Atacado"", ""PJ Varejo"", ""Private""]",Não,Não,,Não,CAIXA LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE CLASSE DE FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO - RESPONSABILIDADE LIMITADA,,https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_6950.pdf,http://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6950.pdf,http://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6950.pdf,http://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_6950.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6950.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_6950.pdf,http://www.caixa.gov.br/Downloads/aplicacao-financeira-termos-adesao/TA_6950.pdf,,
