Categoria,Fundo,Fundo_norm,Data Inicio,Cota (R$),Variacao Dia (%),Acum. Mes (%),Acum. Ano (%),Acum. 12M (%),PL (milhoes R$),Perfil,Data Base Consulta,Data Rentabilidade Ref,Fallback Rentabilidade,Dias Úteis Fallback,Alerta Rentabilidade Defasada,Perfis,URL,CNPJ,codfundo,Perfil de Risco,Taxa Adm (%),Aplicacao Minima (R$),Aplicacao Adicional Minima (R$),Resgate Minimo (R$),Saldo Minimo (R$),Conversao Aplicacao,Conversao Resgate,Pagamento Resgate,Benchmark Oficial,Estratégia,Status de Captação,Classificação Tributária,Classificação Investidor,Horário Limite Aplicação,Horário Limite Resgate,Adiantamento de Resgate,Modalidade Adiantamento,Percentual Adiantamento (%),Público Alvo,Segmentos,Movimentação Automática,Carência,Fim Carência,ASG,Razão Social,Observação Operacional,doc_lamina,doc_regulamento,doc_inf_comp,doc_comunicado,doc_carta,doc_boletim,doc_termo,doc_sumario,doc_raio_x
RENDA FIXA SIMPLES,CAIXA FIC FIF FÁCIL RF SIMPLES RESP LTDA,CAIXA FIC FIF FACIL RF SIMPLES RESP LTDA,24/02/2003,"5,61050200","0,043","0,35","7,32","12,48","6.676,034",PJ,12/08/2026,12/08/2026,Não,0,Não,PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/fundo-simples/fic-facil-rf-simples,05.114.716/0001-33,88,Conservador,1.7,0.01,0.01,0.01,0.02,D+0 (du),D+0 (du),D+00 (du),SELIC,RF Simples 100% TPF,Aberto para captação,CURTO PRAZO,GERAL,18:00,18h00,Não se aplica,NÃO SE APLICA,,"[""Institucional"", ""Pessoa Física"", ""PJ Atacado"", ""PJ Varejo"", ""Private""]","[""Institucional"", ""Pessoa Física"", ""PJ Atacado"", ""PJ Varejo"", ""Private""]",Sim,Não,,Não,CAIXA FÁCIL FUNDO DE INVESTIMENTO EM COTAS DE CLASSE DE FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA SIMPLES - RESPONSABILIDADE LIMITADA,"Movimentação exclusiva pela plataforma e/ou IBC/APP.

Movimentações: O FUNDO oferece mecanismo resgate automático.

Para ativar a funcionalidade de Resgate Automático, acessar o SIART -> Movimentação Automática -> Marcar

As regras da funcionalidade de Movimentação Automática estão descritas no MN TE099.

**Esse fundo não possui adiantamento de resgate, os resgates efetuados ficarão disponíveis no processamento noturno.",https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_0088.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_0088.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_0088.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_88.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_88.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_88.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-termos-adesao/TA_0088.pdf,,
RENDA FIXA SIMPLES,CAIXA AZULZINHA FIC FIF RF SIMPLES - RESP LTDA,CAIXA AZULZINHA FIC FIF RF SIMPLES - RESP LTDA,13/06/2025,"1,15024900","0,045","0,36","7,50","12,84","67,232",PJ,12/08/2026,12/08/2026,Não,0,Não,PJ,http://site.extra.caixa.gov.br/fundos-investimento/fundo-simples/fic-azulzinha-rf-simples/Paginas/default.aspx,61.160.298/0001-91,7972,Conservador,1.3,0.01,0.01,0.01,0.01,D+0 (du),D+0 (du),D+00 (du),SELIC,RF Simples até 49% Crédito Privado,Aberto para captação,CURTO PRAZO,GERAL,17:00,17h00,Não se aplica,NÃO SE APLICA,,"[""Institucional"", ""PJ Atacado"", ""PJ Varejo""]","[""Institucional"", ""PJ Atacado"", ""PJ Varejo""]",Sim,Não,,Não,CAIXA AZULZINHA FUNDO DE INVESTIMENTO EM COTAS DE CLASSE DE FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA SIMPLES - RESPONSABILIDADE LIMITADA,"ADMINISTRADORA, ativos e com crédito de recebíveis em conta CAIXA nos últimos 90 dias.

Para clientes que atende aos requisitos e não possui o fundo habilitado solicitar a marcação através do link: https://azulzinha.caixa/azulzinha/nova_marcacao.php

Movimentações: O FUNDO oferece mecanismo de aplicação e resgate automáticos, exigindo a manutenção de um saldo em caixa adequado para suportar movimentações ocorridas após o fechamento do mercado.

Para ativar a funcionalidade de Resgate Automático, acessar o SIART -> Movimentação Automática -> Marcar

As regras da funcionalidade de Movimentação Automática estão descritas no MN TE099.

**Esse fundo não possui adiantamento de resgate, os resgates efetuados ficarão disponíveis no processamento noturno.",https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_7972.pdf,http://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_7972.pdf,http://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_7972.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_7972.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_7972.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_7972.pdf,http://www.caixa.gov.br/Downloads/aplicacao-financeira-termos-adesao/TA_7972.pdf,,
RENDA FIXA SIMPLES,CAIXA FIF E-SIMPLES RENDA FIXA LP RESP LTDA,CAIXA FIF E-SIMPLES RENDA FIXA LP RESP LTDA,15/10/2015,"2,30940600","0,045","0,36","7,47","12,72","404,572",PJ,12/08/2026,12/08/2026,Não,0,Não,PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/renda-fixa/fi-renda-fixa-simples-lp/,22.791.329/0001-50,5980,Conservador,1.5,0.01,0.01,0.01,0.02,D+0 (du),D+0 (du),D+00 (du),SELIC,RF Simples até 49% Crédito Privado,Aberto para captação,LONGO PRAZO,GERAL,17:00,17h00,Não se aplica,NÃO SE APLICA,,"[""Institucional"", ""Pessoa Física"", ""PJ Atacado"", ""PJ Varejo"", ""Private""]","[""Institucional"", ""Pessoa Física"", ""PJ Atacado"", ""PJ Varejo"", ""Private""]",Sim,Não,,Não,CAIXA E-SIMPLES FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA LONGO PRAZO - RESPONSABILIDADE LIMITADA,"Fundo com movimentação exclusiva pelo IBC/APP.

Movimentações: O FUNDO oferece mecanismo resgate automático.

Para ativar a funcionalidade de Resgate Automático, acessar o SIART -> Movimentação Automática -> Marcar

As regras da funcionalidade de Movimentação Automática estão descritas no MN TE099.

**Esse fundo não possui adiantamento de resgate, os resgates efetuados ficarão disponíveis no processamento noturno.",https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5980.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5980.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5980.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_5980.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5980.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5980.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-termos-adesao/TA_5980.pdf,,
RENDA FIXA SIMPLES,CAIXA FIC FIF MOVIMENTAÇÕES AUTOMÁTICAS RF SIMPLES RESP LTDA,CAIXA FIC FIF MOVIMENTACOES AUTOMATICAS RF SIMPLES RESP LTDA,13/07/2012,"2,83283000","0,043","0,35","7,32","12,48","790,682",PJ,12/08/2026,12/08/2026,Não,0,Não,PJ,https://www.caixa.gov.br/fundos-investimento/fundo-simples/fic-movimentacoes-automaticas-rf-simples/Paginas/default.aspx,14.508.652/0001-46,5823,Conservador,1.7,10.0,0.01,0.01,0.01,D+0 (du),D+0 (du),D+00 (du),CDI,RF Simples 100% TPF,Aberto para captação,CURTO PRAZO,GERAL,18:00,18h00,Não se aplica,NÃO SE APLICA,,"[""Pessoa Física"", ""PJ Varejo"", ""Private""]","[""Pessoa Física"", ""PJ Varejo"", ""Private""]",Sim,Não,,Não,CAIXA MOVIMENTAÇÕES AUTOMÁTICAS FUNDO DE INVESTIMENTO EM COTAS DE CLASSE DE FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA SIMPLES - RESP LIMITADA,"OBS: O Fundo possui a funcionalidade de Aplicação e Resgate Automáticos em caso de adesão pelo cotista, o gerente deverá proceder à contratação no SIART. Para ativar a funcionalidade de Aplicação e Resgate Automáticos, acessar o SIART -> Movimentação Automática -> Marcar

As regras da funcionalidade de Movimentação Automática estão descritas no MN TE099. O Fundo não possui adiantamento de resgate, os resgates efetuados ficarão disponíveis no processamento noturno.

FUNDO NÃO PONTUA NO RESULTADO.CAIXA

Este Fundo não está adaptado às normas vigentes para RPPS (Regimes Próprios de Previdência Social).",https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5823.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5823.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5823.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_5823.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5823.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5823.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-termos-adesao/TA_5823.pdf,,
RENDA FIXA SIMPLES,CAIXA FIC FIF AMETISTA CORP RF SIMPLES RESP LTDA,CAIXA FIC FIF AMETISTA CORP RF SIMPLES RESP LTDA,12/07/2023,"1,38827100","0,045","0,36","7,57","12,91","204,578",PJ,12/08/2026,12/08/2026,Não,0,Não,PJ,https://www.caixa.gov.br/fundos-investimento/fundo-simples/fic-ametista-corporativo-rf-simples/Paginas/default.aspx,51.255.391/0001-26,7861,Conservador,1.3,1000.0,100.0,0.01,0.01,D+0 (du),D+0 (du),D+00 (du),NÃO SE APLICA,RF Simples até 49% Crédito Privado,Aberto para captação,CURTO PRAZO,GERAL,17:00,17h00,Não se aplica,NÃO SE APLICA,,"[""PJ Atacado""]","[""PJ Atacado""]",Sim,Não,,Não,CAIXA AUTOMÁTICO AMETISTA PJ FUNDO DE INVESTIMENTO EM COTAS DE CLASSE DE FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA SIMPLES - RESP LIMITADA,"Esse fundo exige o cadastramento prévio do cotista, seguir orientações do MN FI657 Anexo IV.

Os segmentos elegíveis são:
EC - Corporativo;
LC - Corporativo Ultra; 
PG - Estatal Corporativo;
PP - Estatal Corporativo Ultra

Movimentações: O FUNDO oferece mecanismo de aplicação e resgate automáticos, exigindo a manutenção de um saldo em caixa adequado para suportar movimentações ocorridas após o fechamento do mercado.

Para ativar a funcionalidade de Resgate Automático, acessar o SIART -> Movimentação Automática -> Marcar

As regras da funcionalidade de Movimentação Automática estão descritas no MN TE099.

**Esse fundo não possui adiantamento de resgate, os resgates efetuados ficarão disponíveis no processamento noturno.",https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_7861.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_7861.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_7861.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_7861.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_7861.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_7861.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-termos-adesao/TA_7861.pdf,,
RENDA FIXA,CAIXA MASTER PLUS FIF RF CRED PRIV LP RESP LTDA,CAIXA MASTER PLUS FIF RF CRED PRIV LP RESP LTDA,21/01/2021,"1.881,06733000","0,059","0,43","8,55","14,55","96,958",PJ,12/08/2026,12/08/2026,Não,0,Não,PJ,https://www.caixa.gov.br/fundos-investimento/renda-fixa/caixa-fic-plus-rf-credito-privado-lp/Paginas/default.aspx,40.194.309/0001-84,6532,Moderado,0.7,0.01,0.01,0.01,0.01,D+1 (du),D+14 (du),D+15 (du),CDI,RF Crédito Privado permite Risco Mercado,Aberto para captação,LONGO PRAZO,GERAL,17:00,17h00,Sim · Automatico · 100%,AUTOMATICO,100.0,"[""Institucional"", ""Pessoa Física"", ""PJ Atacado"", ""PJ Varejo"", ""Private""]","[""Institucional"", ""Pessoa Física"", ""PJ Atacado"", ""PJ Varejo"", ""Private""]",Não,Não,,Não,CAIXA PLUS FUNDO DE INVESTIMENTO EM COTAS DE CLASSE DE FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO - RESP LIMITADA,,https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_6532.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_6532.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_6532.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_6532.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_6532.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_6532.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-termos-adesao/TA_6532.pdf,,
RENDA FIXA,CAIXA FIC FIF E-FUNDO RF LP RESP LTDA,CAIXA FIC FIF E-FUNDO RF LP RESP LTDA,05/10/2012,"3,43372800","0,055","0,41","8,29","14,11","64,255",PJ,12/08/2026,12/08/2026,Não,0,Não,PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/e-fundos/renda-fixa-longo-prazo,15.154.422/0001-99,5834,Moderado,0.7,0.01,0.01,0.01,0.01,D+0 (du),D+0 (du),D+00 (du),CDI,RF até 49% Crédito Privado,Aberto para captação,LONGO PRAZO,GERAL,,17h00,Sim · Automatico · 90%,AUTOMATICO,90.0,"[""Pessoa Física"", ""PJ Varejo"", ""Private""]","[""Pessoa Física"", ""PJ Varejo"", ""Private""]",Não,Não,,Não,CAIXA E-FUNDO FUNDO DE INVESTIMENTO EM COTAS DE CLASSE DE FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA LONGO PRAZO - RESPONSABILIDADE LIMITADA,Este Fundo não está adaptado às normas vigentes para RPPS (Regimes Próprios de Previdência Social).As movimentações neste Fundo são realizadas exclusivamente pelo Internet Banking.,https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5834.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5834.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5834.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/FR_5834.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5834.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5834.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-termos-adesao/TA_5834.pdf,,
RENDA FIXA,CAIXA FIC FIF CAPITAL IND PREÇOS RF LP RESP LTDA,CAIXA FIC FIF CAPITAL IND PRECOS RF LP RESP LTDA,03/01/2000,"13,70358900","0,071","0,56","6,56","10,48","27,743",PJ,12/08/2026,12/08/2026,Não,0,Não,PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/renda-fixa/fic-capital-indice-de-precos-rf-longo-prazo,03.218.183/0001-04,87,Moderado,1.5,0.01,0.01,0.01,0.01,D+0 (du),D+3 (du),D+03 (du),IPCA+6%,RF Índice de Preços,Aberto para captação,LONGO PRAZO,GERAL,17:00,17h00,Sim · Automatico · 90%,AUTOMATICO,90.0,"[""Pessoa Física""]","[""Pessoa Física""]",Não,Não,,Não,CAIXA CAPITAL ÍNDICE DE PREÇOS FUNDO DE INVESTIMENTO EM COTAS DE CLASSE DE FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA LONGO PRAZO - RESP LIMITADA,Este Fundo não está adaptado às normas vigentes para RPPS (Regimes Próprios de Previdência Social).,https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_0087.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_0087.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_0087.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_87.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_87.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_87.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-termos-adesao/TA_0087.pdf,,https://web.microsoftstream.com/video/32d65536-1de1-4f2f-a9b8-0fbb0d9347fc?channelId=772517ff-88ae-4298-88f2-3ed5a5893c3e
RENDA FIXA,CAIXA FIC FIF ABSOLUTO PRE RF LP RESP LTDA,CAIXA FIC FIF ABSOLUTO PRE RF LP RESP LTDA,03/11/1997,"20,18324200","0,002","0,29","5,30","10,17","114,884",PJ,12/08/2026,12/08/2026,Não,0,Não,PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/renda-fixa/fic-absoluto-pre-rf-longo-prazo,02.201.164/0001-02,86,Moderado,1.1,0.01,0.01,0.01,0.01,D+0 (du),D+0 (du),D+00 (du),CDI,RF Prefixados,Aberto para captação,LONGO PRAZO,GERAL,17:00,17h00,Sim · Automatico · 90%,AUTOMATICO,90.0,"[""Pessoa Física""]","[""Pessoa Física""]",Não,Não,,Não,CAIXA ABSOLUTO PRÉ FUNDO DE INVESTIMENTO EM COTAS DE CLASSE DE FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA LONGO PRAZO - RESPONSABILIDADE LIMITADA,Este Fundo não está adaptado às normas vigentes para RPPS (Regimes Próprios de Previdência Social).,https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_0086.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_0086.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_0086.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_86.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_86.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_86.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-termos-adesao/TA_0086.pdf,,https://web.microsoftstream.com/video/cec16660-0485-4e14-9a79-ff7c9fd2158f?channelId=772517ff-88ae-4298-88f2-3ed5a5893c3e
RENDA FIXA,CAIXA FIC FIF GERAÇÃO JOVEM CRED PRIV RF LP RESP LTDA,CAIXA FIC FIF GERACAO JOVEM CRED PRIV RF LP RESP LTDA,26/04/2012,"3,40906100","0,057","0,41","8,19","13,96","12,195",PJ,12/08/2026,12/08/2026,Não,0,Não,PJ | TODOS,https://www.caixa.gov.br/fundos-investimento/renda-fixa/fic-geracao-jovem-rf-credito-privado-longo-prazo,10.577.485/0001-34,5570,Moderado,1.0,0.01,0.01,0.01,0.01,D+0 (du),D+0 (du),D+00 (du),CDI,RF Crédito Privado sem Risco Mercado,Aberto para captação,LONGO PRAZO,GERAL,17:00,17h00,Sim · Automatico · 85%,AUTOMATICO,85.0,"[""Pessoa Física""]","[""Pessoa Física""]",Não,Não,,Não,CAIXA GERAÇÃO JOVEM FUNDO DE INVESTIMENTO EM COTAS DE CLASSE DE FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CRÉDITO PRIVADO LP - RESP LIMITADA,Este Fundo não está adaptado às normas vigentes para RPPS (Regimes Próprios de Previdência Social).,https://www.caixa.gov.br/downloads/aplicacao-financeira-laminas/LA_5570.pdf,https://www.caixa.gov.br/downloads/aplicacao-financeira-regulamentos/RG_5570.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-inf-com/FIC_5570.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-comunicado-aos-cotistas/COM_5570.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-carta-mensal/CM_5570.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-laminas-comerciais/LAC_5570.pdf,https://www.caixa.gov.br/Downloads/aplicacao-financeira-termos-adesao/TA_5570.pdf,,
